time,h_asl,pitch,vc,roll,deadline_met
202.9025,-6114.2286,57.7719,315.8463,26.828,0
202.9075,-6110.777,57.7828,315.6729,26.7849,0
202.9126,-6110.777,57.7828,315.6729,26.7849,0
202.9144,-6110.777,57.7828,315.6729,26.7849,0
202.9144,-6110.777,57.7828,315.6729,26.7849,0
202.9159,-6107.3267,57.7937,315.4996,26.7445,0
202.9174,-6107.3267,57.7937,315.4996,26.7445,0
202.9204,-6107.3267,57.7937,315.4996,26.7445,0
202.9242,-6103.8778,57.8048,315.3263,26.7118,0
202.9325,-6100.4302,57.8159,315.153,26.6875,0
202.9327,-6100.4302,57.8159,315.153,26.6875,0
202.9327,-6100.4302,57.8159,315.153,26.6875,0
202.9409,-6096.984,57.8271,314.9797,26.6715,0
202.9471,-6096.984,57.8271,314.9797,26.6715,0
202.9471,-6096.984,57.8271,314.9797,26.6715,0
202.9492,-6093.5392,57.8383,314.8064,26.6637,0
202.9498,-6093.5392,57.8383,314.8064,26.6637,0
202.9498,-6093.5392,57.8383,314.8064,26.6637,0
202.9519,-6093.5392,57.8383,314.8064,26.6637,0
202.954,-6093.5392,57.8383,314.8064,26.6637,0
202.9575,-6090.0957,57.8496,314.6332,26.664,0
202.9635,-6090.0957,57.8496,314.6332,26.664,0
202.9635,-6090.0957,57.8496,314.6332,26.664,0
202.9659,-6086.6536,57.8608,314.4599,26.6722,0
202.9682,-6086.6536,57.8608,314.4599,26.6722,0
202.973,-6086.6536,57.8608,314.4599,26.6722,0
202.9742,-6083.2128,57.8721,314.2867,26.6883,0
202.98,-6083.2128,57.8721,314.2867,26.6883,0
202.9825,-6079.7735,57.8833,314.1135,26.712,0
202.9909,-6076.3354,57.8944,313.9403,26.738,0
202.9965,-6076.3354,57.8944,313.9403,26.738,0
202.9965,-6076.3354,57.8944,313.9403,26.738,0
202.9992,-6072.8988,57.9054,313.7671,26.7598,0
203.0018,-6072.8988,57.9054,313.7671,26.7598,0
203.0075,-6069.4635,57.9163,313.594,26.7742,0
203.0159,-6066.0296,57.927,313.4208,26.7816,0
203.0242,-6062.597,57.9377,313.2477,26.7821,0
203.0325,-6059.1658,57.9482,313.0746,26.7757,0
203.0409,-6055.736,57.9587,312.9015,26.7626,0
203.0492,-6052.3076,57.9691,312.7284,26.7429,0
203.0575,-6048.8806,57.9794,312.5554,26.7167,0
203.0659,-6045.4549,57.9897,312.3823,26.6839,0
203.0742,-6042.0306,58.0001,312.2093,26.6448,0
203.0825,-6038.6076,58.0105,312.0363,26.6014,0
203.0909,-6035.1861,58.0209,311.8633,26.556,0
203.0992,-6031.7659,58.0314,311.6904,26.511,0
203.1052,-6031.7659,58.0314,311.6904,26.511,0
203.1052,-6031.7659,58.0314,311.6904,26.511,0
203.1075,-6028.3471,58.0419,311.5174,26.4678,0
203.1098,-6028.3471,58.0419,311.5174,26.4678,0
203.1098,-6028.3471,58.0419,311.5174,26.4678,0
203.1121,-6028.3471,58.0419,311.5174,26.4678,0
203.1144,-6028.3471,58.0419,311.5174,26.4678,0
203.1159,-6024.9297,58.0526,311.3445,26.427,0
203.1205,-6024.9297,58.0526,311.3445,26.427,0
203.1205,-6024.9297,58.0526,311.3445,26.427,0
203.1242,-6021.5136,58.0633,311.1716,26.3886,0
203.1279,-6021.5136,58.0633,311.1716,26.3886,0
203.1309,-6021.5136,58.0633,311.1716,26.3886,0
203.1309,-6021.5136,58.0633,311.1716,26.3886,0
203.1325,-6018.099,58.0741,310.9987,26.3575,0
203.1341,-6018.099,58.0741,310.9987,26.3575,0
203.1373,-6018.099,58.0741,310.9987,26.3575,0
203.1393,-6018.099,58.0741,310.9987,26.3575,0
203.1393,-6018.099,58.0741,310.9987,26.3575,0
203.1409,-6014.6857,58.085,310.8258,26.3346,0
203.1424,-6014.6857,58.085,310.8258,26.3346,0
203.1455,-6014.6857,58.085,310.8258,26.3346,0
203.1457,-6014.6857,58.085,310.8258,26.3346,0
203.1457,-6014.6857,58.085,310.8258,26.3346,0
203.1492,-6011.2738,58.0959,310.653,26.3198,0
203.1505,-6011.2738,58.0959,310.653,26.3198,0
203.1505,-6011.2738,58.0959,310.653,26.3198,0
203.154,-6011.2738,58.0959,310.653,26.3198,0
203.1575,-6007.8633,58.1068,310.4801,26.313,0
203.1645,-6007.8633,58.1068,310.4801,26.313,0
