time,h_asl,h_dot,vc,pitch,pitch_rate,roll,roll_rate,heading,heading_rate,alpha_deg,a_pilot_x_ft_sec2,a_pilot_y_ft_sec2,a_pilot_z_ft_sec2,pitch_accel_rad_sec2,roll_accel_rad_sec2,yaw_accel_rad_sec2,lat_deg,long_deg,flaps_pos_norm,engine_percent,pilot_elevator_cmd,throttle_0_cmd,temp_rankine,pressure_psf
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
1.1961e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
7.1768e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
3.708e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
1.866e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
9.3418e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
4.6721e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
0.00023362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
0.0011681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
0.0058405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0
0.0083333,10000,0,240,-1.4125e-30,0,1.2722e-14,0,90,0,0,-2.6111,1.6646e-23,-14.1455,0.15719,1.1049e-24,0,0,0,0,0,-2.4999e-07,0,483.0255,1455.6084
0.016667,10000,-0.17648,239.9903,1.0674e-05,0.075052,1.2722e-14,3.6321e-24,90,1.6665e-17,0.021617,-3.6362,-1.7174e-22,-20.6267,0.853,1.3898,4.095e-19,0,1.0674e-05,0,100,0.039758,0,483.0255,1455.6084
0.022089,10000,-0.17648,239.9903,1.0674e-05,0.075052,1.2722e-14,3.6321e-24,90,1.6665e-17,0.021617,-3.6362,-1.7174e-22,-20.6267,0.853,1.3898,4.095e-19,0,1.0674e-05,0,100,0.039734,0,483.0255,1455.6084
0.022089,10000,-0.17648,239.9903,1.0674e-05,0.075052,1.2722e-14,3.6321e-24,90,1.6665e-17,0.021617,-3.6362,-1.7174e-22,-20.6267,0.853,1.3898,4.095e-19,0,1.0674e-05,0,100,0.039734,0,483.0255,1455.6084
0.022089,10000,-0.17648,239.9903,1.0674e-05,0.075052,1.2722e-14,3.6321e-24,90,1.6665e-17,0.021617,-3.6362,-1.7174e-22,-20.6267,0.853,1.3898,4.095e-19,0,1.0674e-05,0,100,0.039734,0,483.0255,1455.6084
0.025,9999.9972,-0.41493,240.0279,0.00064678,0.48233,1.6237e-14,0.66356,90,1.3688e-16,0.051437,-2.7051,12.6185,-62.6407,0.14954,-1.4173,-4.5722e-05,-8.7354e-25,2.1347e-05,0,99.6433,0.39938,0,483.0255,1455.6085
0.027911,9999.9972,-0.41493,240.0279,0.00064678,0.48233,1.6237e-14,0.66356,90,1.3688e-16,0.051437,-2.7051,12.6185,-62.6407,0.14954,-1.4173,-4.5722e-05,-8.7354e-25,2.1347e-05,0,99.6433,0.39935,0,483.0255,1455.6085
0.033333,9999.9925,-0.56779,240.0587,0.0046768,0.55372,0.0055297,-0.013125,90,3.0804e-05,0.07417,5.0408,-12.8646,-16.8416,0.13027,-1.3899,1.6518e-06,-1.4072e-24,3.2023e-05,0,99.2865,0.44083,0,483.0255,1455.6088
0.040021,9999.9925,-0.56779,240.0587,0.0046768,0.55372,0.0055297,-0.013125,90,3.0804e-05,0.07417,5.0408,-12.8646,-16.8416,0.13027,-1.3899,1.6518e-06,-1.4072e-24,3.2023e-05,0,99.2865,0.44073,0,483.0255,1455.6088
0.040021,9999.9925,-0.56779,240.0587,0.0046768,0.55372,0.0055297,-0.013125,90,3.0804e-05,0.07417,5.0408,-12.8646,-16.8416,0.13027,-1.3899,1.6518e-06,-1.4072e-24,3.2023e-05,0,99.2865,0.44073,0,483.0255,1455.6088
0.041667,9999.9874,-0.73908,240.0846,0.0093018,0.61593,0.0054203,-0.67677,90,3.6435e-05,0.09975,4.9195,-12.6212,-15.9607,-0.05125,-1.3631,6.1057e-05,-3.0401e-24,4.27e-05,0,98.9298,0.46948,0,483.0255,1455.6091
0.043312,9999.9874,-0.73908,240.0846,0.0093018,0.61593,0.0054203,-0.67677,90,3.6435e-05,0.09975,4.9195,-12.6212,-15.9607,-0.05125,-1.3631,6.1057e-05,-3.0401e-24,4.27e-05,0,98.9298,0.46945,0,483.0255,1455.6091
0.044566,9999.9874,-0.73908,240.0846,0.0093018,0.61593,0.0054203,-0.67677,90,3.6435e-05,0.09975,4.9195,-12.6212,-15.9607,-0.05125,-1.3631,6.1057e-05,-3.0401e-24,4.27e-05,0,98.9298,0.46942,0,483.0255,1455.6091
0.044566,9999.9874,-0.73908,240.0846,0.0093018,0.61593,0.0054203,-0.67677,90,3.6435e-05,0.09975,4.9195,-12.6212,-15.9607,-0.05125,-1.3631,6.1057e-05,-3.0401e-24,4.27e-05,0,98.9298,0.46942,0,483.0255,1455.6091
0.047856,9999.9874,-0.73908,240.0846,0.0093018,0.61593,0.0054203,-0.67677,90,3.6435e-05,0.09975,4.9195,-12.6212,-15.9607,-0.05125,-1.3631,6.1057e-05,-3.0401e-24,4.27e-05,0,98.9298,0.46936,0,483.0255,1455.6091
0.05,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41496,0,483.0256,1455.6095
0.050813,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41494,0,483.0256,1455.6095
0.050813,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41494,0,483.0256,1455.6095
0.053257,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41489,0,483.0256,1455.6095
0.053257,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41489,0,483.0256,1455.6095
0.055702,9999.9805,-0.89299,240.1074,0.014445,0.59146,-0.00021946,-1.3276,90,5.8772e-06,0.12372,5.9808,-12.3799,-6.1522,-0.071453,-1.3368,0.00023757,-5.9146e-13,5.3378e-05,0,98.573,0.41483,0,483.0256,1455.6095
0.058333,9999.9725,-1.0497,240.1299,0.019385,0.55734,-0.011283,-1.9659,90,1.3436e-05,0.14782,5.9117,-12.1341,-5.2179,-0.085647,-1.3109,0.00027589,-1.2281e-12,6.4057e-05,0,98.2163,0.35015,0,483.0256,1455.6099
0.063409,9999.9725,-1.0497,240.1299,0.019385,0.55734,-0.011283,-1.9659,90,1.3436e-05,0.14782,5.9117,-12.1341,-5.2179,-0.085647,-1.3109,0.00027589,-1.2281e-12,6.4057e-05,0,98.2163,0.35001,0,483.0256,1455.6099
0.066666,9999.9631,-1.2047,240.1515,0.02404,0.51645,-0.027665,-2.5918,90,7.9427e-06,0.17144,5.8247,-11.8995,-4.6083,-0.058044,-0.17891,8.2725e-05,-1.4293e-12,7.4736e-05,0,97.8595,0.27877,0,483.0256,1455.6104
0.075,9999.9524,-1.3619,240.1728,0.028354,0.48873,-0.049263,-2.6772,90,-0.00012026,0.19496,5.4521,-1.6374,-9.0674,-0.025603,0.76457,-0.00038934,-5e-13,8.5417e-05,0,97.5028,0.22002,0,483.0257,1455.611
0.083333,9999.9404,-1.5204,240.1938,0.032438,0.47651,-0.071573,-2.3122,90,-0.00047794,0.21842,5.0539,6.8978,-13.3244,0.0098979,1.3604,-0.0011348,2.4609e-12,9.6099e-05,0,97.1461,0.1764,0,483.0257,1455.6117
0.091666,9999.9271,-1.6802,240.2144,0.036419,0.48123,-0.090841,-1.6626,90,-0.0011847,0.24194,4.6369,12.2622,-16.8803,0.03881,1.4605,-0.002132,8.5474e-12,0.00010678,0,96.7893,0.14935,0,483.0258,1455.6125
0.1,9999.9124,-1.8409,240.2345,0.04044,0.49976,-0.1047,-0.96529,90,-0.0023509,0.26559,4.2674,13.113,-18.8308,0.059955,1.3588,-0.0030457,1.8489e-11,0.00011746,0,96.4326,0.13592,0,483.0258,1455.6133
0.10833,9999.8964,-2.0017,240.2542,0.044615,0.52838,-0.11274,-0.31652,90,-0.0039304,0.28941,3.953,12.1382,-19.8461,0.072657,1.0325,-0.0036126,3.2829e-11,0.00012815,0,96.0758,0.1325,0,483.0259,1455.6142
0.11667,9999.879,-2.1622,240.2732,0.049029,0.56307,-0.11538,0.17643,89.9999,-0.0057491,0.31343,3.6989,9.1462,-19.8332,0.078467,0.68722,-0.0036867,5.1852e-11,0.00013883,0,95.7191,0.13521,0,483.0259,1455.6152
0.125,9999.8603,-2.3219,240.2916,0.053732,0.60053,-0.11391,0.50455,89.9999,-0.0075696,0.33765,3.4948,6.0127,-19.3937,0.079225,0.37536,-0.0032904,7.5679e-11,0.00014952,0,95.3624,0.14083,0,483.026,1455.6162
