time,h_asl,h_dot,vc,pitch,pitch_rate,roll,roll_rate,heading,heading_rate,alpha_deg
0,0,0,0,0,0,0,0,0,0,0
9.5691e-07,0,0,0,0,0,0,0,0,0,0
5.7415e-06,0,0,0,0,0,0,0,0,0,0
2.9664e-05,0,0,0,0,0,0,0,0,0,0
0.00014928,0,0,0,0,0,0,0,0,0,0
0.00074735,0,0,0,0,0,0,0,0,0,0
0.0037377,0,0,0,0,0,0,0,0,0,0
0.0083333,12,0,0,-1.4125e-30,0,1.2722e-14,0,90,0,0
0.016667,12,-0.011739,0.0069542,1.7749e-15,0.15268,1.2722e-14,2.5515e-16,90,7.1201e-18,90.0243
0.022089,12,-0.011739,0.0069542,1.7749e-15,0.15268,1.2722e-14,2.5515e-16,90,7.1201e-18,90.0243
0.022089,12,-0.011739,0.0069542,1.7749e-15,0.15268,1.2722e-14,2.5515e-16,90,7.1201e-18,90.0243
0.025,11.9998,-0.016439,0.0097386,0.0012723,0.28726,4.9849e-14,6.6133e-10,90,1.2888e-15,90.5267
0.033333,11.9997,-0.02026,0.012003,0.0036662,0.40521,5.5294e-12,-1.7302e-08,90,-4.0927e-09,90.8919
0.040009,11.9997,-0.02026,0.012003,0.0036662,0.40521,5.5294e-12,-1.7302e-08,90,-4.0927e-09,90.8919
0.040009,11.9997,-0.02026,0.012003,0.0036662,0.40521,5.5294e-12,-1.7302e-08,90,-4.0927e-09,90.8919
0.041667,11.9995,-0.022661,0.013427,0.007043,0.50764,-1.3866e-10,6.0273e-08,90,2.4792e-08,91.2858
0.046936,11.9995,-0.022661,0.013427,0.007043,0.50764,-1.3866e-10,6.0273e-08,90,2.4792e-08,91.2858
0.046936,11.9995,-0.022661,0.013427,0.007043,0.50764,-1.3866e-10,6.0273e-08,90,2.4792e-08,91.2858
0.05,11.9993,-0.024277,0.014387,0.011273,0.59566,3.6364e-10,-8.9248e-08,90,-2.769e-08,91.6941
0.058333,11.9991,-0.025374,0.015041,0.016237,0.67036,-3.8009e-10,1.0254e-07,90,3.006e-08,92.1177
0.066666,11.9989,-0.026163,0.015513,0.021823,0.73276,4.7442e-10,-1.2823e-07,90,-3.1975e-08,92.5496
0.075,11.9987,-0.026783,0.015887,0.02793,0.78383,-5.9421e-10,1.2871e-07,90,3.3561e-08,92.9824
0.083333,11.9984,-0.027329,0.016217,0.034462,0.8245,4.7838e-10,-1.5041e-07,90,-3.4855e-08,93.4084
0.091666,11.9982,-0.027858,0.016538,0.041332,0.85568,-7.7509e-10,1.4707e-07,90,3.5911e-08,93.8207
0.1,11.998,-0.028407,0.016873,0.048463,0.87821,4.5054e-10,-1.6294e-07,90,-3.6773e-08,94.2141
0.10833,11.9977,-0.028997,0.017231,0.055781,0.8929,-9.0733e-10,1.5927e-07,90,3.7456e-08,94.5848
0.11667,11.9975,-0.029634,0.017618,0.063222,0.90053,4.1992e-10,-1.7056e-07,90,-3.7995e-08,94.9312
0.125,11.9972,-0.030319,0.018034,0.070727,0.90182,-1.0014e-09,1.6702e-07,90,3.8395e-08,95.2529
0.13333,11.997,-0.031049,0.018477,0.078242,0.89746,3.9047e-10,-1.7496e-07,90,-3.8673e-08,95.551
0.14167,11.9967,-0.031816,0.018942,0.08572,0.88811,-1.0675e-09,1.7159e-07,90,3.8857e-08,95.8274
0.15,11.9965,-0.032611,0.019424,0.093121,0.87436,3.6245e-10,-1.77e-07,90,-3.8931e-08,96.0848
0.15833,11.9962,-0.033424,0.019917,0.10041,0.85679,-1.1125e-09,1.7376e-07,90,3.8925e-08,96.326
0.16667,11.9959,-0.034245,0.020415,0.10755,0.83593,3.3544e-10,-1.7721e-07,90,-3.8847e-08,96.554
0.175,11.9956,-0.035064,0.020912,0.11451,0.81228,-1.1414e-09,1.7402e-07,90,3.8677e-08,96.7717
0.18333,11.9953,-0.035872,0.021403,0.12128,0.78628,3.0885e-10,-1.7597e-07,90,-3.8457e-08,96.9819
0.19167,11.995,-0.036661,0.021883,0.12784,0.75837,-1.1576e-09,1.7278e-07,90,3.8165e-08,97.187
0.2,11.9947,-0.037422,0.022347,0.13415,0.72893,2.8227e-10,-1.7353e-07,90,-3.7823e-08,97.3894
0.20833,11.9944,-0.038149,0.022791,0.14023,0.69831,-1.1638e-09,1.7031e-07,90,3.7434e-08,97.5911
0.21667,11.9941,-0.038836,0.023212,0.14605,0.66685,2.554e-10,-1.6778e-07,90,-3.7001e-08,97.794
0.225,11.9937,-0.039478,0.023607,0.15161,0.63482,-1.1428e-09,1.6947e-07,90,3.6536e-08,97.9996
0.23333,11.9934,-0.040072,0.023974,0.1569,0.6025,2.6949e-10,-1.6449e-07,90,-3.6027e-08,98.2094
0.24167,11.9931,-0.040614,0.024311,0.16192,0.57012,-1.1013e-09,1.6426e-07,90,3.5492e-08,98.4246
0.25,11.9927,-0.041101,0.024616,0.16667,0.53789,2.6752e-10,-1.6004e-07,90,-3.4922e-08,98.6464
0.25833,11.9924,-0.041531,0.024889,0.17115,0.50601,-1.0662e-09,1.5898e-07,90,3.4346e-08,98.8757
0.26667,11.992,-0.041904,0.025128,0.17537,0.47463,2.5862e-10,-1.5507e-07,90,-3.3741e-08,99.1134
0.275,11.9917,-0.042219,0.025334,0.17932,0.4439,-1.0336e-09,1.5344e-07,90,3.3129e-08,99.3604
0.28333,11.9913,-0.042476,0.025507,0.18302,0.41394,2.4508e-10,-1.4973e-07,90,-3.2498e-08,99.6175
0.29167,11.991,-0.042674,0.025646,0.18647,0.38486,-1.0027e-09,1.477e-07,90,3.1865e-08,99.8852
0.3,11.9906,-0.042816,0.025753,0.18968,0.35675,2.2816e-10,-1.4415e-07,90,-3.1221e-08,100.1643
0.30833,11.9903,-0.042903,0.025828,0.19265,0.32966,-9.731e-10,1.4183e-07,90,3.0578e-08,100.4553
0.31667,11.9899,-0.042934,0.025872,0.1954,0.30367,2.0886e-10,-1.3844e-07,90,-2.993e-08,100.7589
0.325,11.9896,-0.042914,0.025886,0.19793,0.27882,-9.4481e-10,1.3593e-07,90,2.9288e-08,101.0755
0.33333,11.9892,-0.042843,0.025872,0.20025,0.25513,1.8798e-10,-1.3268e-07,90,-2.8652e-08,101.4057
0.34167,11.9888,-0.042723,0.025831,0.20238,0.23263,-9.1771e-10,1.3007e-07,90,2.801e-08,101.7501
0.35,11.9885,-0.042557,0.025764,0.20432,0.21133,1.6619e-10,-1.2696e-07,90,-2.7386e-08,102.109
0.35833,11.9881,-0.042348,0.025673,0.20608,0.19123,-8.9181e-10,1.243e-07,90,2.6767e-08,102.483
0.36667,11.9878,-0.042098,0.02556,0.20767,0.17232,1.3437e-10,-1.2133e-07,90,-2.6148e-08,102.8725
0.375,11.9874,-0.041808,0.025425,0.20911,0.1546,-8.6714e-10,1.1867e-07,90,2.555e-08,103.2779
0.37635,11.9874,-0.041808,0.025425,0.20911,0.1546,-8.6714e-10,1.1867e-07,90,2.555e-08,103.2779
0.37635,11.9874,-0.041808,0.025425,0.20911,0.1546,-8.6714e-10,1.1867e-07,90,2.555e-08,103.2779
0.38333,11.9871,-0.041483,0.025271,0.2104,0.13803,1.1548e-10,-1.135e-07,90,-2.4943e-08,103.6997
0.38633,11.9871,-0.041483,0.025271,0.2104,0.13803,1.1548e-10,-1.135e-07,90,-2.4943e-08,103.6997
0.38633,11.9871,-0.041483,0.025271,0.2104,0.13803,1.1548e-10,-1.135e-07,90,-2.4943e-08,103.6997
0.39167,11.9867,-0.041124,0.025099,0.21155,0.12261,-8.2409e-10,1.1584e-07,90,2.4385e-08,104.1383
0.39599,11.9867,-0.041124,0.025099,0.21155,0.12261,-8.2409e-10,1.1584e-07,90,2.4385e-08,104.1383
0.39599,11.9867,-0.041124,0.025099,0.21155,0.12261,-8.2409e-10,1.1584e-07,90,2.4385e-08,104.1383
0.4,11.9864,-0.040735,0.024911,0.21257,0.10829,1.373e-10,-1.0909e-07,90,-2.3792e-08,104.594
0.40543,11.9864,-0.040735,0.024911,0.21257,0.10829,1.373e-10,-1.0909e-07,90,-2.3792e-08,104.594
0.40543,11.9864,-0.040735,0.024911,0.21257,0.10829,1.373e-10,-1.0909e-07,90,-2.3792e-08,104.594
0.40833,11.9861,-0.040317,0.024708,0.21347,0.095043,-7.6083e-10,1.0961e-07,90,2.3256e-08,105.0672
0.41471,11.9861,-0.040317,0.024708,0.21347,0.095043,-7.6083e-10,1.0961e-07,90,2.3256e-08,105.0672
0.41471,11.9861,-0.040317,0.024708,0.21347,0.095043,-7.6083e-10,1.0961e-07,90,2.3256e-08,105.0672
0.41667,11.9857,-0.039873,0.024493,0.21426,0.082837,1.3619e-10,-1.0433e-07,90,-2.2697e-08,105.5583
0.42384,11.9857,-0.039873,0.024493,0.21426,0.082837,1.3619e-10,-1.0433e-07,90,-2.2697e-08,105.5583
0.42384,11.9857,-0.039873,0.024493,0.21426,0.082837,1.3619e-10,-1.0433e-07,90,-2.2697e-08,105.5583
0.425,11.9854,-0.039406,0.024266,0.21495,0.071631,-7.2383e-10,1.0414e-07,90,2.2181e-08,106.0674
0.43079,11.9854,-0.039406,0.024266,0.21495,0.071631,-7.2383e-10,1.0414e-07,90,2.2181e-08,106.0674
0.43285,11.9854,-0.039406,0.024266,0.21495,0.071631,-7.2383e-10,1.0414e-07,90,2.2181e-08,106.0674
0.43285,11.9854,-0.039406,0.024266,0.21495,0.071631,-7.2383e-10,1.0414e-07,90,2.2181e-08,106.0674
0.43333,11.9851,-0.038917,0.024029,0.21555,0.061384,1.4268e-10,-5.1232e-09,90,2.1266e-08,106.5949
0.43573,11.9851,-0.038917,0.024029,0.21555,0.061384,1.4268e-10,-5.1232e-09,90,2.1266e-08,106.5949
0.44166,11.9847,-0.038411,0.023635,0.21606,0.053022,9.9064e-11,5.8225e-08,90,5.4396e-08,105.9097
0.45,11.9844,-0.037884,0.023121,0.2165,0.046586,5.8358e-10,1.1002e-08,90,6.6417e-08,104.1435
0.45833,11.9841,-0.037339,0.022691,0.21689,0.040552,6.7475e-10,3.1653e-08,90,7.5685e-08,103.1141
0.46666,11.9838,-0.036784,0.022216,0.21723,0.035453,9.3815e-10,1.1389e-08,90,8.2979e-08,101.448
0.475,11.9835,-0.036059,0.021724,0.21752,0.031115,1.0328e-09,1.7532e-08,90,8.6746e-08,100.7079
0.48333,11.9832,-0.035278,0.021187,0.21778,0.02814,1.1787e-09,8.452e-09,90,8.8825e-08,99.693
0.49166,11.9829,-0.034527,0.02071,0.21802,0.025623,1.2489e-09,1.4622e-08,90,4.7979e-08,99.2527
0.5,11.9826,-0.03378,0.020227,0.21823,0.023799,1.3706e-09,3.7392e-09,90,4.7837e-08,98.6135
0.50833,11.9824,-0.033071,0.019789,0.21843,0.022187,1.4017e-09,3.7933e-09,90,4.7639e-08,98.3475
0.51666,11.9821,-0.03238,0.019357,0.21861,0.020976,1.4332e-09,2.7085e-09,90,4.7201e-08,97.9408
0.525,11.9818,-0.031725,0.018958,0.21879,0.01988,1.4557e-09,1.8264e-09,90,4.6734e-08,97.7762
0.53333,11.9816,-0.031091,0.018568,0.21895,0.019026,1.4708e-09,8.5657e-10,90,4.6141e-08,97.5142
0.54166,11.9813,-0.030485,0.018202,0.21911,0.018239,1.4779e-09,1.1004e-10,90,4.5547e-08,97.4096
0.55,11.981,-0.029899,0.017845,0.21927,0.017603,1.4788e-09,-5.2748e-09,90,4.4864e-08,97.2386
0.55833,11.9808,-0.029335,0.017506,0.21941,0.017007,1.4347e-09,-6.3322e-09,90,4.4212e-08,97.1702
0.56666,11.9806,-0.028787,0.017175,0.21955,0.016507,1.3819e-09,-4.4991e-09,90,4.3533e-08,97.0569
0.575,11.9803,-0.028258,0.016858,0.21969,0.016032,1.3444e-09,-5.1654e-09,90,4.2856e-08,97.0105
0.58333,11.9801,-0.027742,0.016547,0.21982,0.015619,1.3013e-09,-4.5305e-09,90,4.2169e-08,96.9341
0.59166,11.9799,-0.027241,0.016247,0.21996,0.015223,1.2635e-09,-4.7732e-09,90,4.1492e-08,96.9014
0.6,11.9796,-0.026752,0.015954,0.22008,0.014868,1.2237e-09,-6.0962e-10,90,8.4235e-09,96.8487
0.60833,11.9794,-0.026275,0.015669,0.22021,0.014525,1.2186e-09,-5.8876e-09,90,3.9456e-08,96.8245
0.61666,11.9792,-0.025808,0.015389,0.22033,0.014208,1.1695e-09,1.3033e-10,90,7.3113e-09,96.7871
0.625,11.979,-0.025352,0.015116,0.22045,0.013901,1.1705e-09,-2.8298e-09,90,7.1698e-09,96.7683
0.63333,11.9788,-0.024905,0.014849,0.22056,0.013613,1.1469e-09,-3.5413e-10,90,4.6468e-11,96.7407
0.64166,11.9786,-0.024467,0.014588,0.22067,0.013332,1.1439e-09,-7.5805e-09,90,6.898e-09,96.7254
0.65,11.9784,-0.024037,0.014331,0.22079,0.013065,1.0807e-09,-6.3566e-09,90,-4.2106e-11,96.7043
0.65833,11.9782,-0.023617,0.01408,0.22089,0.012804,1.0277e-09,-6.1488e-09,90,6.6637e-09,96.6911
0.66666,11.978,-0.023204,0.013833,0.221,0.012552,9.7645e-10,-4.9145e-09,90,-3.5934e-11,96.6741
0.675,11.9778,-0.022798,0.013591,0.22111,0.012306,9.3547e-10,-5.7275e-09,90,5.8318e-09,96.6624
0.68333,11.9776,-0.022401,0.013354,0.22121,0.012068,8.8771e-10,-4.3649e-09,90,-3.4285e-11,96.6481
0.69166,11.9774,-0.02201,0.013121,0.22131,0.011835,8.5132e-10,-9.4747e-09,90,-1.7972e-11,96.6372
0.7,11.9772,-0.021627,0.012892,0.22141,0.011609,7.7235e-10,-9.5111e-09,90,-1.539e-11,96.6247
0.70833,11.977,-0.02125,0.012667,0.2215,0.011386,6.9307e-10,-7.3391e-09,90,-7.0228e-12,96.6144
0.71666,11.9769,-0.02088,0.012446,0.2216,0.01117,6.3189e-10,-7.4076e-09,90,-4.0614e-12,96.6031
0.725,11.9767,-0.020517,0.012229,0.22169,0.010957,5.7014e-10,-6.4647e-09,90,-4.095e-12,96.5932
0.73333,11.9765,-0.02016,0.012016,0.22178,0.010749,5.1625e-10,-6.3255e-09,90,-3.0251e-12,96.5826
0.74166,11.9764,-0.019809,0.011807,0.22187,0.010546,4.6352e-10,-8.1543e-09,90,-1.1909e-11,96.5729
0.75,11.9762,-0.019465,0.011602,0.22196,0.010346,3.9556e-10,-8.2034e-09,90,-6.9181e-12,96.5628
0.75833,11.976,-0.019126,0.0114,0.22205,0.01015,3.2719e-10,-6.7125e-09,90,-1.1969e-11,96.5533
0.76666,11.9759,-0.018794,0.011201,0.22213,0.0099588,2.7123e-10,-6.6497e-09,90,-1.0766e-11,96.5435
0.775,11.9757,-0.018467,0.011006,0.22221,0.0097708,2.1581e-10,-5.9301e-09,90,-7.1371e-12,96.5341
0.78333,11.9756,-0.018146,0.010815,0.2223,0.0095865,1.6639e-10,-5.7393e-09,90,-6.8792e-12,96.5245
0.79166,11.9754,-0.017831,0.010627,0.22238,0.0094057,1.1855e-10,-5.3072e-09,90,-5.8416e-12,96.5152
0.8,11.9753,-0.017521,0.010442,0.22245,0.0092284,7.4317e-11,-5.0888e-09,90,-5.0014e-12,96.5057
0.80833,11.9751,-0.017216,0.01026,0.22253,0.0090544,3.1899e-11,-4.793e-09,90,-5.8537e-13,96.4965
0.81666,11.975,-0.016917,0.010082,0.22261,0.0088837,-8.0531e-12,-4.5901e-09,90,-3.8447e-12,96.4871
0.825,11.9748,-0.016623,0.0099062,0.22268,0.0087163,-4.6314e-11,-4.3713e-09,90,5.8859e-12,96.4779
0.83333,11.9747,-0.016334,0.0097339,0.22275,0.0085521,-8.2742e-11,-4.1967e-09,90,7.8072e-12,96.4686
0.84166,11.9746,-0.01605,0.0095646,0.22282,0.0083909,-1.1773e-10,-4.0243e-09,90,3.1498e-12,96.4593
0.85,11.9744,-0.015772,0.0093982,0.22289,0.0082328,-1.5127e-10,-3.878e-09,90,7.3424e-12,96.4501
0.85833,11.9743,-0.015498,0.0092347,0.22296,0.0080776,-1.8359e-10,-3.7382e-09,90,1.1874e-12,96.4409
0.86666,11.9742,-0.015228,0.0090741,0.22303,0.0079254,-2.1474e-10,-3.6162e-09,90,6.5627e-12,96.4316
0.875,11.9741,-0.014964,0.0089163,0.2231,0.007776,-2.4489e-10,-3.5015e-09,90,1.0529e-11,96.4224
0.88333,11.9739,-0.014704,0.0087612,0.22316,0.0076295,-2.7406e-10,-3.3973e-09,90,6.3546e-12,96.4132
0.89166,11.9738,-0.014448,0.0086088,0.22323,0.0074857,-3.0238e-10,-3.3011e-09,90,7.6643e-12,96.404
0.9,11.9737,-0.014197,0.0084591,0.22329,0.0073446,-3.2989e-10,-3.2122e-09,90,6.1773e-12,96.3949
0.90833,11.9736,-0.01395,0.0083119,0.22335,0.0072062,-3.5666e-10,-3.1297e-09,90,4.7231e-12,96.3857
0.91666,11.9735,-0.013708,0.0081674,0.22341,0.0070703,-3.8274e-10,-3.0532e-09,90,5.1507e-12,96.3765
0.925,11.9733,-0.01347,0.0080253,0.22347,0.006937,-4.0818e-10,-2.9815e-09,90,3.9088e-12,96.3673
0.93333,11.9732,-0.013236,0.0078857,0.22353,0.0068062,-4.3303e-10,-2.9145e-09,90,3.5007e-12,96.3581
0.94166,11.9731,-0.013006,0.0077486,0.22358,0.0066779,-4.5732e-10,-2.8527e-09,90,1.3546e-11,96.349
0.95,11.973,-0.01278,0.0076138,0.22364,0.0065519,-4.8109e-10,-2.7928e-09,90,1.2996e-11,96.3398
0.95833,11.9729,-0.012558,0.0074813,0.22369,0.0064284,-5.0436e-10,-2.7366e-09,90,1.0858e-11,96.3306
0.96666,11.9728,-0.012339,0.0073512,0.22375,0.0063071,-5.2718e-10,-2.683e-09,90,1.0492e-11,96.3215
0.975,11.9727,-0.012125,0.0072234,0.2238,0.0061881,-5.4954e-10,-2.6322e-09,90,9.8621e-12,96.3123
0.98333,11.9726,-0.011914,0.0070977,0.22385,0.0060714,-5.7147e-10,-2.5834e-09,90,6.9878e-12,96.3031
0.99166,11.9725,-0.011707,0.0069743,0.2239,0.0059568,-5.93e-10,-2.5374e-09,90,9.1323e-12,96.294
1,11.9724,-0.011504,0.0068529,0.22395,0.0058444,-6.1415e-10,-2.4934e-09,90,1.4917e-11,96.2848
1.0083,11.9723,-0.011304,0.0067337,0.224,0.0057341,-6.3494e-10,-2.4497e-09,90,7.675e-12,96.2757
1.0167,11.9722,-0.011108,0.0066166,0.22405,0.0056259,-6.5535e-10,-2.4092e-09,90,1.0237e-11,96.2665
1.025,11.9721,-0.010915,0.0065016,0.22409,0.0055197,-6.7542e-10,-2.3686e-09,90,6.4752e-12,96.2574
1.0333,11.972,-0.010725,0.0063885,0.22414,0.0054155,-6.9516e-10,-2.3307e-09,90,7.008e-12,96.2483
1.0417,11.9719,-0.010539,0.0062774,0.22418,0.0053133,-7.1458e-10,-2.294e-09,90,1.3127e-11,96.2391
1.05,11.9719,-0.010355,0.0061682,0.22423,0.005213,-7.3371e-10,-2.2581e-09,90,1.4621e-11,96.23
1.0583,11.9718,-0.010175,0.0060609,0.22427,0.0051145,-7.5254e-10,-2.2225e-09,90,9.2363e-12,96.2208
1.0667,11.9717,-0.0099986,0.0059555,0.22432,0.0050179,-7.7105e-10,-2.1892e-09,90,1.3797e-11,96.2117
1.075,11.9716,-0.0098249,0.0058519,0.22436,0.0049232,-7.893e-10,-2.1548e-09,90,5.5362e-12,96.2026
1.0833,11.9715,-0.0096542,0.0057501,0.2244,0.0048302,-8.0725e-10,-2.1238e-09,90,1.1696e-11,96.1934
1.0917,11.9714,-0.0094864,0.0056501,0.22444,0.0047389,-8.2496e-10,-2.0916e-09,90,1.0528e-11,96.1843
1.1,11.9714,-0.0093216,0.0055519,0.22448,0.0046494,-8.4239e-10,-2.0613e-09,90,9.4697e-12,96.1752
1.1083,11.9713,-0.0091596,0.0054553,0.22452,0.0045616,-8.5957e-10,-2.0309e-09,90,7.39e-12,96.166
1.1167,11.9712,-0.0090004,0.0053604,0.22455,0.0044754,-8.7649e-10,-2.003e-09,90,1.6728e-11,96.1569
1.125,11.9711,-0.008844,0.0052672,0.22459,0.0043908,-8.9318e-10,-1.9727e-09,90,7.1606e-12,96.1478
1.1333,11.9711,-0.0086904,0.0051755,0.22463,0.0043078,-9.0962e-10,-1.9457e-09,90,8.8969e-12,96.1387
1.1417,11.971,-0.0085393,0.0050855,0.22466,0.0042263,-9.2584e-10,-1.9129e-09,90,-3.1924e-11,96.1295
1.15,11.9709,-0.008391,0.0049971,0.2247,0.0041464,-9.4178e-10,-1.894e-09,90,1.6364e-11,96.1204
1.1583,11.9709,-0.0082452,0.0049102,0.22473,0.0040681,-9.5756e-10,-1.859e-09,90,-3.0135e-11,96.1113
1.1667,11.9708,-0.0081019,0.0048247,0.22477,0.0039911,-9.7306e-10,-1.8429e-09,90,1.4328e-11,96.1022
1.175,11.9707,-0.0079611,0.0047408,0.2248,0.0039156,-9.8842e-10,5.4796e-10,90,-1.9287e-11,96.0931
1.1833,11.9707,-0.0078228,0.0046584,0.22483,0.0038416,-9.8385e-10,8.274e-10,90,-2.0044e-11,96.084
1.1917,11.9706,-0.0076868,0.0045774,0.22487,0.0037689,-9.7696e-10,4.4206e-09,90,5.2531e-13,96.0748
1.2,11.9705,-0.0075532,0.0044978,0.2249,0.0036976,-9.4013e-10,5.1088e-09,90,4.8452e-12,96.0657
1.2083,11.9705,-0.007422,0.0044195,0.22493,0.0036277,-8.9755e-10,2.3724e-09,90,-1.3569e-11,96.0566
1.2167,11.9704,-0.007293,0.0043426,0.22496,0.003559,-8.7779e-10,2.6855e-09,90,-3.9552e-12,96.0475
1.225,11.9703,-0.0071663,0.0042671,0.22499,0.0034917,-8.5541e-10,1.5286e-09,90,-1.876e-11,96.0384
1.2333,11.9703,-0.0070417,0.0041928,0.22502,0.0034256,-8.4268e-10,1.4835e-09,90,-1.2669e-11,96.0293
1.2417,11.9702,-0.0069194,0.00412,0.22505,0.0033607,-8.3031e-10,8.8284e-10,90,-1.0939e-11,96.0202
1.25,11.9702,-0.0067991,0.0040483,0.22507,0.0032971,-8.2296e-10,7.2013e-10,90,-1.8902e-11,96.0111
1.2582,11.9702,-0.0067991,0.0040483,0.22507,0.0032971,-8.2296e-10,7.2013e-10,90,-1.8902e-11,96.0111
1.2582,11.9702,-0.0067991,0.0040483,0.22507,0.0032971,-8.2296e-10,7.2013e-10,90,-1.8902e-11,96.0111
1.2583,11.9701,-0.006681,0.0039779,0.2251,0.0032347,-8.1695e-10,3.6262e-10,90,-1.7902e-11,96.002
1.2588,11.9701,-0.006681,0.0039779,0.2251,0.0032347,-8.1695e-10,3.6262e-10,90,-1.7902e-11,96.002
1.2613,11.9701,-0.006681,0.0039779,0.2251,0.0032347,-8.1695e-10,3.6262e-10,90,-1.7902e-11,96.002
1.2665,11.9701,-0.006681,0.0039779,0.2251,0.0032347,-8.1695e-10,3.6262e-10,90,-1.7902e-11,96.002
1.2665,11.9701,-0.006681,0.0039779,0.2251,0.0032347,-8.1695e-10,3.6262e-10,90,-1.7902e-11,96.002
1.2667,11.9701,-0.0065649,0.0039087,0.22513,0.0031734,-8.1394e-10,1.89e-10,90,-2.0742e-11,95.9929
1.2677,11.9701,-0.0065649,0.0039087,0.22513,0.0031734,-8.1394e-10,1.89e-10,90,-2.0742e-11,95.9929
1.2727,11.9701,-0.0065649,0.0039087,0.22513,0.0031734,-8.1394e-10,1.89e-10,90,-2.0742e-11,95.9929
1.2747,11.9701,-0.0065649,0.0039087,0.22513,0.0031734,-8.1394e-10,1.89e-10,90,-2.0742e-11,95.9929
1.2747,11.9701,-0.0065649,0.0039087,0.22513,0.0031734,-8.1394e-10,1.89e-10,90,-2.0742e-11,95.9929
1.275,11.97,-0.0064508,0.0038407,0.22515,0.0031133,-8.1236e-10,2.3128e-09,90,-1.1379e-11,95.9838
1.2765,11.97,-0.0064508,0.0038407,0.22515,0.0031133,-8.1236e-10,2.3128e-09,90,-1.1379e-11,95.9838
1.2829,11.97,-0.0064508,0.0038407,0.22515,0.0031133,-8.1236e-10,2.3128e-09,90,-1.1379e-11,95.9838
1.2829,11.97,-0.0064508,0.0038407,0.22515,0.0031133,-8.1236e-10,2.3128e-09,90,-1.1379e-11,95.9838
1.2833,11.97,-0.0063387,0.0037739,0.22518,0.0030544,-7.9309e-10,2.4233e-09,90,-1.1611e-11,95.9747
1.2854,11.97,-0.0063387,0.0037739,0.22518,0.0030544,-7.9309e-10,2.4233e-09,90,-1.1611e-11,95.9747
1.2912,11.97,-0.0063387,0.0037739,0.22518,0.0030544,-7.9309e-10,2.4233e-09,90,-1.1611e-11,95.9747
1.2912,11.97,-0.0063387,0.0037739,0.22518,0.0030544,-7.9309e-10,2.4233e-09,90,-1.1611e-11,95.9747
1.2917,11.9699,-0.0062285,0.0037083,0.22521,0.0029965,-7.7289e-10,1.1186e-09,90,-1.7947e-11,95.9656
1.2942,11.9699,-0.0062285,0.0037083,0.22521,0.0029965,-7.7289e-10,1.1186e-09,90,-1.7947e-11,95.9656
1.2994,11.9699,-0.0062285,0.0037083,0.22521,0.0029965,-7.7289e-10,1.1186e-09,90,-1.7947e-11,95.9656
1.2994,11.9699,-0.0062285,0.0037083,0.22521,0.0029965,-7.7289e-10,1.1186e-09,90,-1.7947e-11,95.9656
1.3,11.9698,-0.0061203,0.0036437,0.22523,0.0029397,-7.6358e-10,1.149e-09,90,-1.6323e-11,95.9566
1.3031,11.9698,-0.0061203,0.0036437,0.22523,0.0029397,-7.6358e-10,1.149e-09,90,-1.6323e-11,95.9566
1.3076,11.9698,-0.0061203,0.0036437,0.22523,0.0029397,-7.6358e-10,1.149e-09,90,-1.6323e-11,95.9566
1.3076,11.9698,-0.0061203,0.0036437,0.22523,0.0029397,-7.6358e-10,1.149e-09,90,-1.6323e-11,95.9566
1.3083,11.9698,-0.0060139,0.0035804,0.22526,0.0028841,-7.54e-10,5.6655e-10,90,-2.0434e-11,95.9475
1.3119,11.9698,-0.0060139,0.0035804,0.22526,0.0028841,-7.54e-10,5.6655e-10,90,-2.0434e-11,95.9475
1.3159,11.9698,-0.0060139,0.0035804,0.22526,0.0028841,-7.54e-10,5.6655e-10,90,-2.0434e-11,95.9475
1.3159,11.9698,-0.0060139,0.0035804,0.22526,0.0028841,-7.54e-10,5.6655e-10,90,-2.0434e-11,95.9475
1.3167,11.9697,-0.0059094,0.0035181,0.22528,0.0028294,-7.4927e-10,4.7468e-10,90,-1.9682e-11,95.9384
1.3207,11.9697,-0.0059094,0.0035181,0.22528,0.0028294,-7.4927e-10,4.7468e-10,90,-1.9682e-11,95.9384
1.3241,11.9697,-0.0059094,0.0035181,0.22528,0.0028294,-7.4927e-10,4.7468e-10,90,-1.9682e-11,95.9384
1.3241,11.9697,-0.0059094,0.0035181,0.22528,0.0028294,-7.4927e-10,4.7468e-10,90,-1.9682e-11,95.9384
1.325,11.9697,-0.0058067,0.0034568,0.2253,0.0027758,-7.4532e-10,4.868e-09,90,-2.9646e-12,95.9293
1.3295,11.9697,-0.0058067,0.0034568,0.2253,0.0027758,-7.4532e-10,4.868e-09,90,-2.9646e-12,95.9293
1.3323,11.9697,-0.0058067,0.0034568,0.2253,0.0027758,-7.4532e-10,4.868e-09,90,-2.9646e-12,95.9293
1.3323,11.9697,-0.0058067,0.0034568,0.2253,0.0027758,-7.4532e-10,4.868e-09,90,-2.9646e-12,95.9293
1.3333,11.9697,-0.0057058,0.0033968,0.22533,0.0027232,-7.0476e-10,5.2636e-09,90,-2.8587e-12,95.9202
1.3383,11.9697,-0.0057058,0.0033968,0.22533,0.0027232,-7.0476e-10,5.2636e-09,90,-2.8587e-12,95.9202
1.3405,11.9697,-0.0057058,0.0033968,0.22533,0.0027232,-7.0476e-10,5.2636e-09,90,-2.8587e-12,95.9202
