time,h_asl,h_dot,vc,pitch,pitch_rate,roll,roll_rate,heading,heading_rate,alpha_deg
3.125,11.967,-0.00012892,7.635e-05,0.2265,3.9784e-05,-5.0776e-10,-3.3299e-10,90,-2.0508e-11,0
3.1333,11.967,-0.00012662,7.635e-05,0.2265,3.8962e-05,-5.1054e-10,-3.332e-10,90,-1.9075e-11,0
3.1417,11.967,-0.00012437,7.31e-05,0.2265,3.8157e-05,-5.1332e-10,-3.3283e-10,90,-1.8814e-11,0
3.15,11.967,-0.00012215,7.31e-05,0.2265,3.7368e-05,-5.1609e-10,4.3813e-09,90,-1.4346e-12,0
3.1583,11.967,-0.00011997,6.9698e-05,0.2265,3.6589e-05,-4.7959e-10,4.8967e-09,90,2.5935e-11,0
3.1667,11.967,-0.00011783,6.9698e-05,0.2265,3.5826e-05,-4.3879e-10,2.6097e-09,90,-7.9338e-12,0
3.175,11.967,-0.00011573,6.9698e-05,0.2265,3.5079e-05,-4.1705e-10,2.9027e-09,90,3.9449e-12,0
3.1833,11.967,-0.00011367,6.6121e-05,0.2265,3.4347e-05,-3.9286e-10,1.9641e-09,90,-9.4974e-12,0
3.1917,11.967,-0.00011164,6.6121e-05,0.2265,3.363e-05,-3.7651e-10,1.9562e-09,90,-7.5876e-12,0
3.2,11.967,-0.00010964,6.6121e-05,0.2265,3.293e-05,-3.602e-10,1.4768e-09,90,-9.918e-12,0
3.2083,11.967,-0.00010769,6.234e-05,0.2265,3.2241e-05,-3.4791e-10,1.36e-09,90,-1.5708e-11,0
3.2167,11.967,-0.00010576,6.234e-05,0.2265,3.1563e-05,-3.3657e-10,1.0749e-09,90,-1.0987e-11,0
3.225,11.967,-0.00010388,6.234e-05,0.2265,3.0898e-05,-3.2762e-10,9.4148e-10,90,-1.7235e-11,0
3.2333,11.967,-0.00010201,6.234e-05,0.2265,3.0249e-05,-3.1978e-10,7.5356e-10,90,-1.0915e-11,0
3.2417,11.967,-0.00010019,5.8314e-05,0.2265,2.9612e-05,-3.1351e-10,6.3495e-10,90,-1.6021e-11,0
3.25,11.967,-9.8398e-05,5.8314e-05,0.2265,2.8985e-05,-3.0823e-10,5.0314e-10,90,-1.246e-11,0
3.2583,11.967,-9.6626e-05,5.8314e-05,0.2265,2.8372e-05,-3.0404e-10,4.059e-10,90,-1.2277e-11,0
3.2667,11.967,-9.4893e-05,5.8314e-05,0.2265,2.7772e-05,-3.0066e-10,3.1048e-10,90,-1.3089e-11,0
3.275,11.967,-9.3191e-05,5.3988e-05,0.2265,2.7181e-05,-2.9808e-10,2.3434e-10,90,-1.713e-11,0
3.2833,11.967,-9.1516e-05,5.3988e-05,0.2265,2.6605e-05,-2.9613e-10,1.6246e-10,90,-9.8271e-12,0
3.2917,11.967,-8.9872e-05,5.3988e-05,0.2265,2.6036e-05,-2.9478e-10,1.0464e-10,90,-1.822e-11,0
3.3,11.967,-8.8252e-05,5.3988e-05,0.2265,2.5482e-05,-2.9391e-10,4.6947e-11,90,1.4126e-11,0
3.3083,11.967,-8.6668e-05,4.9284e-05,0.2265,2.4938e-05,-2.9353e-10,5.7588e-12,90,-5.7844e-12,0
3.3167,11.967,-8.5104e-05,4.9284e-05,0.2265,2.44e-05,-2.9349e-10,-3.6939e-11,90,-4.5434e-14,0
3.325,11.967,-8.357e-05,4.9284e-05,0.2265,2.3879e-05,-2.938e-10,-6.778e-11,90,-1.7828e-11,0
3.3333,11.967,-8.2059e-05,4.9284e-05,0.2265,2.3364e-05,-2.9437e-10,-9.9186e-11,90,-2.3026e-11,0
3.3417,11.967,-8.0582e-05,4.9284e-05,0.2265,2.2858e-05,-2.9521e-10,-1.2538e-10,90,-1.7354e-11,0
3.35,11.967,-7.9126e-05,4.9284e-05,0.2265,2.2363e-05,-2.9625e-10,-1.4834e-10,90,-2.1379e-11,0
3.3583,11.967,-7.7694e-05,4.4081e-05,0.2265,2.1879e-05,-2.9749e-10,-1.6848e-10,90,-2.1488e-11,0
3.3667,11.967,-7.6295e-05,4.4081e-05,0.2265,2.1401e-05,-2.9889e-10,-1.8688e-10,90,-1.468e-11,0
3.375,11.967,-7.4911e-05,4.4081e-05,0.2265,2.0933e-05,-3.0045e-10,-2.0138e-10,90,-1.9218e-11,0
3.3833,11.967,-7.3556e-05,4.4081e-05,0.2265,2.0474e-05,-3.0214e-10,-2.1442e-10,90,-2.4843e-11,0
3.3917,11.967,-7.2225e-05,4.4081e-05,0.2265,2.0027e-05,-3.0393e-10,-2.2827e-10,90,-6.3471e-12,0
3.4,11.967,-7.0915e-05,4.4081e-05,0.2265,1.9587e-05,-3.0583e-10,2.1212e-09,90,-1.271e-11,0
3.4083,11.967,-6.9621e-05,4.4081e-05,0.2265,1.9159e-05,-2.8816e-10,2.3674e-09,90,1.2573e-11,0
3.4167,11.967,-6.8362e-05,3.8175e-05,0.2265,1.8737e-05,-2.6844e-10,1.2183e-09,90,-1.1333e-11,0
3.425,11.967,-6.7115e-05,3.8175e-05,0.2265,1.8322e-05,-2.5829e-10,1.3547e-09,90,1.2691e-11,0
3.4333,11.967,-6.5898e-05,3.8175e-05,0.2265,1.7915e-05,-2.4701e-10,8.8411e-10,90,-1.946e-11,0
3.4417,11.967,-6.4699e-05,3.8175e-05,0.2265,1.752e-05,-2.3964e-10,8.6824e-10,90,2.1414e-11,0
3.45,11.967,-6.3517e-05,3.8175e-05,0.2265,1.713e-05,-2.3241e-10,6.2704e-10,90,2.0459e-11,0
3.4583,11.967,-6.2351e-05,3.8175e-05,0.2265,1.675e-05,-2.2719e-10,5.6275e-10,90,1.9459e-11,0
3.4667,11.967,-6.1214e-05,3.8175e-05,0.2265,1.6375e-05,-2.225e-10,4.1871e-10,90,1.8532e-11,0
3.475,11.967,-6.0096e-05,3.8175e-05,0.22651,1.6006e-05,-2.1902e-10,3.4803e-10,90,1.8023e-11,0
3.4833,11.967,-5.8998e-05,3.8175e-05,0.22651,1.5649e-05,-2.1611e-10,2.5286e-10,90,1.729e-11,0
3.4917,11.967,-5.7913e-05,3.117e-05,0.22651,1.5295e-05,-2.14e-10,1.9087e-10,90,1.4866e-11,0
3.5,11.967,-5.6855e-05,3.117e-05,0.22651,1.4948e-05,-2.1241e-10,1.264e-10,90,-7.4554e-12,0
3.5083,11.967,-5.5812e-05,3.117e-05,0.22651,1.4605e-05,-2.1137e-10,7.5373e-11,90,-1.1461e-11,0
3.5167,11.967,-5.4789e-05,3.117e-05,0.22651,1.4269e-05,-2.1074e-10,2.8205e-11,90,-2.4249e-11,0
3.525,11.967,-5.378e-05,3.117e-05,0.22651,1.3943e-05,-2.1051e-10,-1.7237e-11,90,1.4829e-11,0
3.5333,11.967,-5.2795e-05,3.117e-05,0.22651,1.3624e-05,-2.1066e-10,-4.7983e-11,90,-1.6747e-11,0
3.5417,11.967,-5.1817e-05,3.117e-05,0.22651,1.3312e-05,-2.1106e-10,-8.529e-11,90,1.4688e-11,0
3.55,11.967,-5.0865e-05,3.117e-05,0.22651,1.3006e-05,-2.1178e-10,-1.0531e-10,90,-2.2009e-11,0
3.5583,11.967,-4.992e-05,3.117e-05,0.22651,1.2705e-05,-2.1266e-10,-1.362e-10,90,9.7344e-12,0
3.5667,11.967,-4.9002e-05,3.117e-05,0.22651,1.2405e-05,-2.138e-10,-1.5384e-10,90,1.2978e-11,0
3.575,11.967,-4.8096e-05,3.117e-05,0.22651,1.2111e-05,-2.1509e-10,-1.7393e-10,90,1.3073e-11,0
3.5833,11.967,-4.7203e-05,3.117e-05,0.22651,1.1827e-05,-2.1654e-10,-1.8443e-10,90,-1.8835e-11,0
3.5917,11.967,-4.633e-05,3.117e-05,0.22651,1.1549e-05,-2.1808e-10,-2.039e-10,90,1.1991e-11,0
3.6,11.967,-4.5469e-05,2.204e-05,0.22651,1.1276e-05,-2.1979e-10,-2.1317e-10,90,1.1713e-11,0
3.6083,11.967,-4.4624e-05,2.204e-05,0.22651,1.1008e-05,-2.2157e-10,-2.2527e-10,90,1.1428e-11,0
3.6167,11.967,-4.3794e-05,2.204e-05,0.22651,1.0747e-05,-2.2345e-10,-2.3318e-10,90,1.1166e-11,0
3.625,11.967,-4.2978e-05,2.204e-05,0.22651,1.049e-05,-2.254e-10,-2.417e-10,90,1.1213e-11,0
3.6333,11.967,-4.2172e-05,2.204e-05,0.22651,1.0239e-05,-2.2742e-10,-2.4408e-10,90,-2.2452e-11,0
3.6417,11.967,-4.1379e-05,2.204e-05,0.22651,9.9904e-06,-2.2945e-10,-2.5196e-10,90,-2.1094e-11,0
3.65,11.967,-4.061e-05,2.204e-05,0.22651,9.7449e-06,-2.3156e-10,-2.5686e-10,90,-1.5939e-11,0
3.6583,11.967,-3.9847e-05,2.204e-05,0.22651,9.5067e-06,-2.3371e-10,-2.6537e-10,90,1.0375e-11,0
3.6667,11.967,-3.9103e-05,2.204e-05,0.22651,9.2691e-06,-2.3591e-10,-2.6807e-10,90,9.73e-12,0
3.675,11.967,-3.8366e-05,2.204e-05,0.22651,9.0392e-06,-2.3815e-10,-2.726e-10,90,1.018e-11,0
3.6833,11.967,-3.7644e-05,2.204e-05,0.22651,8.8177e-06,-2.4043e-10,-2.7493e-10,90,9.7285e-12,0
3.6917,11.967,-3.6934e-05,2.204e-05,0.22651,8.5962e-06,-2.4273e-10,-2.7606e-10,90,-5.7472e-12,0
3.7,11.967,-3.624e-05,2.204e-05,0.22651,8.3822e-06,-2.4503e-10,-2.7638e-10,90,-2.5532e-11,0
3.7083,11.967,-3.5553e-05,2.204e-05,0.22651,8.1711e-06,-2.4734e-10,-2.7986e-10,90,-1.8812e-11,0
3.7167,11.967,-3.4878e-05,2.204e-05,0.22651,7.9635e-06,-2.4967e-10,-2.8093e-10,90,-2.1107e-11,0
3.725,11.967,-3.4216e-05,2.204e-05,0.22651,7.7579e-06,-2.5202e-10,-2.8401e-10,90,-1.4933e-11,0
3.7333,11.967,-3.3561e-05,2.204e-05,0.22651,7.5588e-06,-2.5439e-10,-2.854e-10,90,-1.1754e-11,0
3.7417,11.967,-3.2925e-05,2.204e-05,0.22651,7.3651e-06,-2.5677e-10,-2.8645e-10,90,-1.6496e-11,0
3.75,11.967,-3.2295e-05,2.204e-05,0.22651,7.1762e-06,-2.5917e-10,-2.8853e-10,90,-9.5191e-12,0
3.7583,11.967,-3.1679e-05,2.204e-05,0.22651,6.9881e-06,-2.6157e-10,-2.9132e-10,90,7.8268e-12,0
3.7667,11.967,-3.1074e-05,2.204e-05,0.22651,6.8014e-06,-2.6401e-10,-2.888e-10,90,-1.6104e-11,0
3.775,11.967,-3.0478e-05,2.204e-05,0.22651,6.6182e-06,-2.6643e-10,-2.9097e-10,90,-1.5165e-11,0
3.7833,11.967,-2.9886e-05,2.204e-05,0.22651,6.4418e-06,-2.6885e-10,-2.9345e-10,90,7.4723e-12,0
3.7917,11.967,-2.9312e-05,2.204e-05,0.22651,6.2731e-06,-2.7131e-10,-2.8983e-10,90,-2.4667e-11,0
3.8,11.967,-2.8751e-05,2.204e-05,0.22651,6.0998e-06,-2.7373e-10,-2.9575e-10,90,6.7362e-12,0
3.8083,11.967,-2.8187e-05,2.204e-05,0.22651,5.9339e-06,-2.762e-10,-2.9389e-10,90,7.0245e-12,0
3.8167,11.967,-2.7645e-05,2.204e-05,0.22651,5.7744e-06,-2.7865e-10,-2.9569e-10,90,6.156e-12,0
3.825,11.967,-2.7104e-05,2.204e-05,0.22651,5.6144e-06,-2.8112e-10,-2.9157e-10,90,-2.2651e-11,0
3.8333,11.967,-2.6571e-05,2.204e-05,0.22651,5.4606e-06,-2.8356e-10,-2.9326e-10,90,-2.5731e-11,0
3.8417,11.967,-2.6057e-05,0,0.22651,5.3033e-06,-2.86e-10,-2.9647e-10,90,6.1488e-12,0
3.85,11.967,-2.5537e-05,0,0.22651,5.1545e-06,-2.8848e-10,-2.9619e-10,90,6.2762e-12,0
3.8583,11.967,-2.5035e-05,0,0.22651,5.0059e-06,-2.9096e-10,-2.9692e-10,90,6.0058e-12,0
3.8667,11.967,-2.4546e-05,0,0.22651,4.8566e-06,-2.9343e-10,-2.9679e-10,90,6.2262e-12,0
3.875,11.967,-2.4057e-05,0,0.22651,4.7167e-06,-2.9591e-10,-2.9414e-10,90,-1.8278e-11,0
3.8833,11.967,-2.3588e-05,0,0.22651,4.5739e-06,-2.9837e-10,-2.9542e-10,90,-1.6519e-11,0
3.8917,11.967,-2.3118e-05,0,0.22651,4.4369e-06,-3.0084e-10,-2.9765e-10,90,5.6203e-12,0
3.9,11.967,-2.2666e-05,0,0.22651,4.3007e-06,-3.0333e-10,-2.9739e-10,90,5.3022e-12,0
3.9083,11.967,-2.2211e-05,0,0.22651,4.1679e-06,-3.0581e-10,-2.979e-10,90,5.1624e-12,0
3.9167,11.967,-2.1768e-05,0,0.22651,4.0408e-06,-3.0829e-10,-2.9444e-10,90,-2.2654e-11,0
3.925,11.967,-2.1334e-05,0,0.22651,3.9173e-06,-3.1075e-10,-2.999e-10,90,1.0803e-11,0
3.9333,11.967,-2.0905e-05,0,0.22651,3.7959e-06,-3.1326e-10,-2.9715e-10,90,5.1951e-12,0
3.9417,11.967,-2.0491e-05,0,0.22651,3.6715e-06,-3.1574e-10,-2.9876e-10,90,3.3282e-12,0
3.95,11.967,-2.0075e-05,0,0.22651,3.5559e-06,-3.1824e-10,-2.9804e-10,90,4.9483e-12,0
3.9583,11.967,-1.9675e-05,0,0.22651,3.4412e-06,-3.2073e-10,-2.9884e-10,90,6.4081e-12,0
3.9667,11.967,-1.9271e-05,0,0.22651,3.3249e-06,-3.2322e-10,-2.974e-10,90,-3.0444e-12,0
3.975,11.967,-1.8879e-05,0,0.22651,3.2144e-06,-3.257e-10,-2.9622e-10,90,-1.9026e-11,0
3.9833,11.967,-1.8502e-05,0,0.22651,3.1022e-06,-3.2817e-10,-2.9974e-10,90,6.7824e-12,0
3.9917,11.967,-1.8117e-05,0,0.22651,2.9947e-06,-3.3068e-10,-2.9838e-10,90,4.0729e-12,0
4,11.967,-1.7752e-05,0,0.22651,2.8857e-06,-3.3316e-10,-2.995e-10,90,4.0777e-12,0
4.0083,11.967,-1.7385e-05,0,0.22651,2.7843e-06,-3.3567e-10,-2.9895e-10,90,3.7164e-12,0
4.0167,11.967,-1.7025e-05,0,0.22651,2.6845e-06,-3.3815e-10,-3.0005e-10,90,8.8261e-12,0
4.025,11.967,-1.6676e-05,0,0.22651,2.5858e-06,-3.4066e-10,-2.9907e-10,90,3.7548e-12,0
4.0333,11.967,-1.6331e-05,0,0.22651,2.4915e-06,-3.4316e-10,-2.9964e-10,90,3.6528e-12,0
4.0417,11.967,-1.599e-05,0,0.22651,2.3964e-06,-3.4567e-10,-2.9944e-10,90,3.7551e-12,0
4.05,11.967,-1.5662e-05,0,0.22651,2.3015e-06,-3.4817e-10,-3.0034e-10,90,8.6951e-12,0
4.0583,11.967,-1.5332e-05,0,0.22651,2.209e-06,-3.5068e-10,-2.9951e-10,90,3.5615e-12,0
4.0667,11.967,-1.501e-05,0,0.22651,2.1205e-06,-3.5318e-10,-3.0022e-10,90,5.0524e-12,0
4.075,11.967,-1.4694e-05,0,0.22651,2.0292e-06,-3.5569e-10,-2.998e-10,90,3.3546e-12,0
4.0833,11.967,-1.4378e-05,0,0.22651,1.9457e-06,-3.582e-10,-3.0016e-10,90,2.8662e-12,0
4.0917,11.967,-1.4076e-05,0,0.22651,1.8629e-06,-3.6071e-10,-2.9771e-10,90,-1.7439e-11,0
4.1,11.967,-1.3777e-05,0,0.22651,1.7812e-06,-3.632e-10,-2.9939e-10,90,-1.2897e-11,0
4.1083,11.967,-1.348e-05,0,0.22651,1.6971e-06,-3.6569e-10,2.0562e-09,90,1.2019e-11,0
4.1167,11.967,-1.3191e-05,0,0.22651,1.6179e-06,-3.4857e-10,2.3152e-09,90,1.3259e-11,0
4.125,11.967,-1.2903e-05,0,0.22651,1.5415e-06,-3.2927e-10,1.1693e-09,90,8.607e-12,0
4.1333,11.967,-1.2621e-05,0,0.22651,1.4616e-06,-3.1953e-10,1.317e-09,90,9.3335e-12,0
4.1417,11.967,-1.2351e-05,0,0.22651,1.3822e-06,-3.0857e-10,8.4613e-10,90,7.1617e-12,0
4.15,11.967,-1.2079e-05,0,0.22651,1.3097e-06,-3.0152e-10,8.4275e-10,90,7.2857e-12,0
4.1583,11.967,-1.1808e-05,0,0.22651,1.2388e-06,-2.9451e-10,6.0238e-10,90,5.8128e-12,0
4.1666,11.967,-1.1548e-05,0,0.22651,1.1685e-06,-2.8949e-10,5.4373e-10,90,5.7465e-12,0
4.175,11.967,-1.1293e-05,0,0.22651,1.1022e-06,-2.8497e-10,4.0132e-10,90,4.9451e-12,0
4.1833,11.967,-1.1039e-05,0,0.22651,1.033e-06,-2.8163e-10,3.3485e-10,90,-2.7411e-12,0
4.1916,11.967,-1.0793e-05,0,0.22651,9.6827e-07,-2.7885e-10,2.4011e-10,90,4.2157e-12,0
4.2,11.967,-1.0544e-05,0,0.22651,9.0759e-07,-2.7685e-10,1.8057e-10,90,3.7224e-12,0
4.2083,11.967,-1.0302e-05,0,0.22651,8.4589e-07,-2.7535e-10,1.146e-10,90,3.5628e-12,0
4.2166,11.967,-1.0069e-05,0,0.22651,7.7996e-07,-2.744e-10,6.5796e-11,90,3.1913e-12,0
4.225,11.967,-9.8369e-06,0,0.22651,7.1861e-07,-2.7385e-10,1.7189e-11,90,8.6307e-12,0
4.2333,11.967,-9.6037e-06,0,0.22651,6.6121e-07,-2.7371e-10,-2.0664e-11,90,5.155e-12,0
4.2416,11.967,-9.3879e-06,0,0.22651,5.979e-07,-2.7388e-10,-5.6244e-11,90,2.5334e-12,0
4.25,11.967,-9.168e-06,0,0.22651,5.3901e-07,-2.7435e-10,-8.5948e-11,90,2.4851e-12,0
4.2583,11.967,-8.9486e-06,0,0.22651,4.8343e-07,-2.7508e-10,-1.1318e-10,90,5.7655e-12,0
4.2666,11.967,-8.7377e-06,0,0.22651,4.2574e-07,-2.7602e-10,-1.348e-10,90,-3.4874e-12,0
4.275,11.967,-8.5299e-06,0,0.22651,3.7387e-07,-2.7714e-10,-1.5689e-10,90,7.4123e-12,0
4.2833,11.967,-8.3256e-06,0,0.22651,3.2296e-07,-2.7846e-10,-1.7312e-10,90,3.1645e-12,0
4.2916,11.967,-8.1199e-06,0,0.22651,2.6989e-07,-2.7991e-10,-1.8903e-10,90,1.6549e-12,0
4.3,11.967,-7.9261e-06,0,0.22651,2.1576e-07,-2.8149e-10,-2.0202e-10,90,1.5387e-12,0
4.3083,11.967,-7.7321e-06,0,0.22651,1.6663e-07,-2.8318e-10,-2.1396e-10,90,1.4152e-12,0
4.3166,11.967,-7.5459e-06,0,0.22651,1.1712e-07,-2.8496e-10,-2.2456e-10,90,5.7375e-12,0
4.325,11.967,-7.3527e-06,0,0.22651,7.1079e-08,-2.8684e-10,-2.3325e-10,90,4.3651e-12,0
4.3333,11.967,-7.173e-06,0,0.22651,2.5237e-08,-2.8878e-10,-2.4217e-10,90,1.2727e-11,0
4.3416,11.967,-6.9899e-06,0,0.22651,-2.1918e-08,-2.908e-10,-2.4729e-10,90,2.3754e-12,0
4.35,11.967,-6.8132e-06,0,0.22651,-6.8586e-08,-2.9287e-10,-2.551e-10,90,1.2061e-11,0
4.3583,11.967,-6.636e-06,0,0.22651,-1.1285e-07,-2.95e-10,-2.5811e-10,90,1.1751e-12,0
4.3666,11.967,-6.4727e-06,0,0.22651,-1.5795e-07,-2.9716e-10,-2.649e-10,90,1.1433e-11,0
4.375,11.967,-6.2954e-06,0,0.22651,-2.0164e-07,-2.9937e-10,-2.6657e-10,90,1.0858e-12,0
4.3833,11.967,-6.1313e-06,0,0.22651,-2.4278e-07,-3.016e-10,-2.7237e-10,90,1.0817e-11,0
4.3916,11.967,-5.9656e-06,0,0.22651,-2.8177e-07,-3.0387e-10,-2.7311e-10,90,7.1369e-13,0
4.4,11.967,-5.7998e-06,0,0.22651,-3.2003e-07,-3.0615e-10,-2.7811e-10,90,1.0224e-11,0
4.4083,11.967,-5.6486e-06,0,0.22651,-3.6126e-07,-3.0848e-10,-2.7866e-10,90,4.3404e-12,0
4.4166,11.967,-5.488e-06,0,0.22651,-4e-07,-3.1081e-10,-2.8236e-10,90,9.6732e-12,0
4.425,11.967,-5.341e-06,0,0.22651,-4.4152e-07,-3.1316e-10,-2.8229e-10,90,6.6221e-13,0
4.4333,11.967,-5.1888e-06,0,0.22651,-4.7544e-07,-3.1552e-10,-2.8482e-10,90,5.9444e-13,0
4.4416,11.967,-5.0448e-06,0,0.22651,-5.1226e-07,-3.179e-10,-2.8671e-10,90,8.8843e-12,0
4.45,11.967,-4.9044e-06,0,0.22651,-5.5041e-07,-3.203e-10,-2.8713e-10,90,1.33e-12,0
4.4583,11.967,-4.7584e-06,0,0.22651,-5.8618e-07,-3.227e-10,-2.8908e-10,90,5.1487e-12,0
4.4666,11.967,-4.62e-06,0,0.22651,-6.1958e-07,-3.2511e-10,-2.8964e-10,90,4.3052e-12,0
4.475,11.967,-4.4819e-06,0,0.22651,-6.5046e-07,-3.2754e-10,-2.9095e-10,90,5.1754e-12,0
4.4833,11.967,-4.3425e-06,0,0.22651,-6.8338e-07,-3.2997e-10,-2.911e-10,90,1.2659e-12,0
4.4916,11.967,-4.2132e-06,0,0.22651,-7.1344e-07,-3.324e-10,-2.9198e-10,90,-6.8539e-14,0
4.5,11.967,-4.0811e-06,0,0.22651,-7.4002e-07,-3.3484e-10,-2.9256e-10,90,1.5962e-13,0
4.5083,11.967,-3.9528e-06,0,0.22651,-7.7058e-07,-3.3728e-10,-2.9409e-10,90,6.9618e-12,0
4.5166,11.967,-3.8309e-06,0,0.22651,-8.0091e-07,-3.3974e-10,-2.9398e-10,90,3.9608e-12,0
4.525,11.967,-3.7075e-06,0,0.22651,-8.306e-07,-3.422e-10,-2.9513e-10,90,6.5353e-12,0
4.5333,11.967,-3.5897e-06,0,0.22651,-8.632e-07,-3.4465e-10,-2.9456e-10,90,7.4745e-13,0
4.5416,11.967,-3.4679e-06,0,0.22651,-8.9236e-07,-3.4712e-10,-2.9563e-10,90,2.407e-12,0
4.55,11.967,-3.3546e-06,0,0.22651,-9.2072e-07,-3.4959e-10,-2.9523e-10,90,-1.2671e-12,0
4.5583,11.967,-3.2426e-06,0,0.22651,-9.5101e-07,-3.5205e-10,-2.9684e-10,90,5.7358e-12,0
4.5666,11.967,-3.1312e-06,0,0.22651,-9.7866e-07,-3.5452e-10,-2.9562e-10,90,-3.0864e-12,0
4.575,11.967,-3.0219e-06,0,0.22651,-1.0073e-06,-3.57e-10,-2.9729e-10,90,2.0208e-12,0
4.5833,11.967,-2.9184e-06,0,0.22651,-1.0307e-06,-3.5949e-10,-2.9546e-10,90,-1.0327e-11,0
4.5916,11.967,-2.8109e-06,0,0.22651,-1.0539e-06,-3.6195e-10,-2.9764e-10,90,-2.8751e-12,0
4.6,11.967,-2.7114e-06,0,0.22651,-1.0798e-06,-3.6444e-10,-2.98e-10,90,4.8565e-12,0
4.6083,11.967,-2.6085e-06,0,0.22651,-1.1035e-06,-3.6693e-10,-2.9858e-10,90,4.825e-12,0
4.6166,11.967,-2.5101e-06,0,0.22651,-1.126e-06,-3.6942e-10,-2.9704e-10,90,-8.8841e-12,0
4.625,11.9669,-2.4134e-06,0,0.22651,-1.1507e-06,-3.719e-10,-2.9854e-10,90,-3.9001e-12,0
4.6333,11.9669,-2.3115e-06,0,0.22651,-1.17e-06,-3.744e-10,-2.9724e-10,90,-1.1683e-11,0
4.6416,11.9669,-2.2203e-06,0,0.22651,-1.1931e-06,-3.7688e-10,-2.993e-10,90,-3.2287e-12,0
4.65,11.9669,-2.1282e-06,0,0.22651,-1.2139e-06,-3.7939e-10,2.0602e-09,90,-1.0787e-11,0
4.6583,11.9669,-2.0364e-06,0,0.22651,-1.2335e-06,-3.6223e-10,2.3151e-09,90,1.3056e-11,0
4.6666,11.9669,-1.943e-06,0,0.22651,-1.2571e-06,-3.4294e-10,1.1707e-09,90,9.7526e-12,0
4.675,11.9669,-1.8524e-06,0,0.22651,-1.2754e-06,-3.3319e-10,1.3176e-09,90,7.2223e-12,0
4.6833,11.9669,-1.7585e-06,0,0.22651,-1.2945e-06,-3.2222e-10,8.4677e-10,90,9.1907e-12,0
4.6916,11.9669,-1.6689e-06,0,0.22651,-1.3128e-06,-3.1517e-10,8.435e-10,90,6.68e-12,0
4.7,11.9669,-1.5834e-06,0,0.22651,-1.3357e-06,-3.0815e-10,6.0288e-10,90,7.0473e-12,0
4.7083,11.9669,-1.4933e-06,0,0.22651,-1.352e-06,-3.0313e-10,5.4471e-10,90,3.587e-12,0
4.7166,11.9669,-1.4133e-06,0,0.22651,-1.3712e-06,-2.9859e-10,4.0153e-10,90,7.3443e-12,0
4.725,11.9669,-1.3321e-06,0,0.22651,-1.388e-06,-2.9525e-10,3.3501e-10,90,2.5593e-12,0
4.7333,11.9669,-1.2501e-06,0,0.22651,-1.4036e-06,-2.9246e-10,2.4069e-10,90,5.2496e-12,0
4.7416,11.9669,-1.172e-06,0,0.22651,-1.4205e-06,-2.9047e-10,1.815e-10,90,8.8409e-13,0
4.75,11.9669,-1.0911e-06,0,0.22651,-1.4378e-06,-2.8896e-10,1.1505e-10,90,3.9936e-12,0
4.7583,11.9669,-1.0176e-06,0,0.22651,-1.4567e-06,-2.88e-10,6.6433e-11,90,3.3721e-12,0
4.7666,11.9669,-9.477e-07,0,0.22651,-1.4727e-06,-2.8746e-10,1.8332e-11,90,3.2534e-12,0
4.775,11.9669,-8.7335e-07,0,0.22651,-1.4904e-06,-2.8732e-10,-2.0068e-11,90,2.7926e-12,0
4.7833,11.9669,-8.0232e-07,0,0.22651,-1.5054e-06,-2.8749e-10,-5.5589e-11,90,1.0951e-12,0
4.7916,11.9669,-7.3949e-07,0,0.22651,-1.5218e-06,-2.8796e-10,-8.5601e-11,90,2.253e-12,0
4.8,11.9669,-6.6584e-07,0,0.22651,-1.5349e-06,-2.8868e-10,-1.0998e-10,90,-1.7534e-11,0
4.8083,11.9669,-5.9812e-07,0,0.22651,-1.5492e-06,-2.896e-10,-1.3432e-10,90,-1.3535e-11,0
4.8166,11.9669,-5.2848e-07,0,0.22651,-1.5638e-06,-2.9072e-10,-1.5541e-10,90,-1.7612e-12,0
4.825,11.9669,-4.6681e-07,0,0.22651,-1.5767e-06,-2.9203e-10,-1.7347e-10,90,1.5888e-12,0
4.8333,11.9669,-3.9424e-07,0,0.22651,-1.5877e-06,-2.9347e-10,-1.8581e-10,90,-2.3693e-11,0
4.8416,11.9669,-3.3562e-07,0,0.22651,-1.6043e-06,-2.9503e-10,-2.009e-10,90,-1.9531e-11,0
4.85,11.9669,-2.6978e-07,0,0.22651,-1.6171e-06,-2.9671e-10,-2.1177e-10,90,-2.0225e-11,0
4.8583,11.9669,-2.0769e-07,0,0.22651,-1.629e-06,-2.9847e-10,-2.2432e-10,90,-7.6682e-12,0
4.8666,11.9669,-1.5144e-07,0,0.22651,-1.6423e-06,-3.0034e-10,-2.3351e-10,90,6.6144e-13,0
4.875,11.9669,-9.4195e-08,0,0.22651,-1.6562e-06,-3.0229e-10,-2.4162e-10,90,6.3383e-13,0
4.8833,11.9669,-4.0228e-08,0,0.22651,-1.6697e-06,-3.0431e-10,-2.4827e-10,90,3.5532e-13,0
4.8916,11.9669,4.1108e-08,0,0.22651,-1.6801e-06,-3.0638e-10,-2.8002e-10,90,-4.0842e-13,0
4.9,11.9669,1.3168e-07,0,0.22651,-1.7044e-06,-3.0873e-10,-3.1719e-10,90,-9.4468e-14,0
4.9083,11.9669,2.3287e-07,0,0.22651,-1.74e-06,-3.1137e-10,-3.4533e-10,90,-6.4263e-13,0
